#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="YuleModel.t:cytb_beast" spec="beast.evolution.speciation.YuleModel">
#            <parameter id="birthRate.t:cytb_beast" name="birthDiffRate">1.0</parameter>
#            <tree id="Tree.t:cytb_beast">
#                <taxonset id="TaxonSet.cytb_beast" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="YuleBirthRatePrior.t:cytb_beast" name="distribution" x="@birthRate.t:cytb_beast">
#            <Uniform id="Uniform.1" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="KappaPrior.s:cytb_beast" name="distribution">
#            <parameter id="kappa.s:cytb_beast" lower="0.0" name="x">2.0</parameter>
#            <LogNormal id="LogNormalDistributionModel.0" name="distr">
#                <parameter estimate="false" id="RealParameter.1" name="M">1.0</parameter>
#                <parameter estimate="false" id="RealParameter.2" name="S">1.25</parameter>
#            </LogNormal>
#        </prior>
#        <prior id="MeanRatePrior.c:cytb_beast" name="distribution">
#            <parameter id="ucldMean.c:cytb_beast" name="x">1.0</parameter>
#            <Uniform id="Uniform.3" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="ucldStdevPrior.c:cytb_beast" name="distribution">
#            <parameter id="ucldStdev.c:cytb_beast" lower="0.0" name="x">0.1</parameter>
#            <Gamma id="Gamma.0" name="distr">
#                <parameter estimate="false" id="RealParameter.4" name="alpha">0.5396</parameter>
#                <parameter estimate="false" id="RealParameter.5" name="beta">0.3819</parameter>
#            </Gamma>
#        </prior>
#        <distribution id="cats1.prior" spec="beast.math.distributions.MRCAPrior" tree="@Tree.t:cytb_beast">
#            <taxonset id="cats1" spec="beast.evolution.alignment.TaxonSet">
#                <taxon id="EF689045_Felis_silvestris" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="EF689048_Lynx_pardinus" spec="beast.evolution.alignment.Taxon"/>
#            </taxonset>
#            <LogNormal id="LogNormalDistributionModel.3" meanInRealSpace="true" name="distr">
#                <parameter estimate="false" id="RealParameter.12" name="M">12.0</parameter>
#                <parameter estimate="false" id="RealParameter.13" lower="0.0" name="S" upper="5.0">1.2</parameter>
#            </LogNormal>
#        </distribution>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@cytb_beast" id="treeLikelihood.cytb_beast" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:cytb_beast">
#            <siteModel id="SiteModel.s:cytb_beast" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter id="mutationRate.s:cytb_beast" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:cytb_beast" name="shape">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:cytb_beast" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel id="hky.s:cytb_beast" kappa="@kappa.s:cytb_beast" spec="beast.evolution.substitutionmodel.HKY">
#                    <frequencies id="estimatedFreqs.s:cytb_beast" spec="beast.evolution.substitutionmodel.Frequencies">
#                        <parameter dimension="4" id="freqParameter.s:cytb_beast" lower="0.0" name="frequencies" upper="1.0">0.25</parameter>
#                    </frequencies>
#                </substModel>
#            </siteModel>
#            <branchRateModel clock.rate="@ucldMean.c:cytb_beast" id="RelaxedClock.c:cytb_beast" spec="beast.evolution.branchratemodel.UCRelaxedClockModel" tree="@Tree.t:cytb_beast">
#                <LogNormal S="@ucldStdev.c:cytb_beast" id="LogNormalDistributionModel.c:cytb_beast" meanInRealSpace="true" name="distr">
#                    <parameter estimate="false" id="RealParameter.3" lower="0.0" name="M" upper="1.0">1.0</parameter>
#                </LogNormal>
#                <rateCategories dimension="80" id="rateCategories.c:cytb_beast" spec="beast.core.parameter.IntegerParameter">1</rateCategories>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	kappa	ucldStdev	rate.mean	rate.variance	rate.coefficientOfVariation	mutationRate	YuleModel	birthRate	ucldMean	monophyletic(cats1)	logP(mrca(cats1))	mrcatime(cats1)	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4
24000	-2672.3198283613847	-2735.4711427215084	63.15131436012386	-2735.4711427215084	0.3190590210836417	12.517739002772922	0.7730153085524465	0.1703882559319705	0.013651725632662745	0.7621875558981764	1.0	73.71399223248001	19.9290096493447	0.15235750644298357	0	-4.2626577156155925	0.11718530685816905	0.2452576562275356	0.2604340757874553	0.21910607774768606	0.27520219023732306
25000	-2671.6704545545595	-2737.4452688906067	65.77481433604721	-2737.4452688906067	0.25838151795782166	12.517739002772922	0.7296334521830663	0.19943872394694126	0.012281652232194896	0.6881721711904883	1.0	76.3827173765388	17.357623031477818	0.16511352688801145	0	-4.448068812042171	0.10541286242398328	0.2452576562275356	0.25153706697761224	0.21910607774768606	0.2840991990471662
26000	-2684.2454641085837	-2737.680371391835	53.43490728325094	-2737.680371391835	0.3527965686573977	12.517739002772922	0.5435175046452565	0.13859050811614526	0.003489100440845143	0.4966169261857964	1.0	62.96692010136376	12.872565096924273	0.11991363869742423	0	-3.9950994528710817	0.13770060022865652	0.25157250859617164	0.24522221460897622	0.21910607774768606	0.2840991990471662
27000	-2687.5347219264086	-2752.707035726326	65.17231379991759	-2752.707035726326	0.26788021034687487	12.517739002772922	0.6060334845567537	0.18984293987589898	0.006230748893830947	0.46798617164266143	1.0	76.16065008193391	17.327822327286157	0.1625883432160308	0	-5.23760038699538	0.0700225460993792	0.2489788898857392	0.24522221460897622	0.2216996964581185	0.2840991990471662
28000	-2700.5154910076	-2742.915953457674	42.400462450074116	-2742.915953457674	0.4920441474101691	14.351890719608113	0.5771743494865426	0.10338780281147557	0.0022120872148344056	0.5531727947690341	1.0	52.56391704726593	11.435376871938972	0.07521401587760078	0	-4.234390315502791	0.11913996845284629	0.2489788898857392	0.24522221460897622	0.2216996964581185	0.2840991990471662
29000	-2707.649164906954	-2743.4310917100306	35.78192680307649	-2743.4310917100306	0.44864260167418346	14.351890719608113	0.7364998477339115	0.10062041731403878	0.003250214653194899	0.7283699439619415	1.0	46.004339700331364	12.192145401132443	0.0669070671147677	0	-3.763927705394062	0.1598370940697943	0.2489788898857392	0.24522221460897622	0.2216996964581185	0.2840991990471662
30000	-2724.555329703176	-2740.399965376255	15.844635673078823	-2740.399965376255	0.8371767882033687	14.351890719608113	0.7273811859562768	0.05008676938259065	8.770238655737607E-4	0.7355056192344229	1.0	25.510628519140624	6.246598405443969	0.03375316774631834	0	-3.2371205768369897	0.23512284144068268	0.2489788898857392	0.24522221460897622	0.2216996964581185	0.2840991990471662
31000	-2732.554356804429	-2737.68691701788	5.132560213450926	-2737.68691701788	1.0517309118120755	14.351890719608113	0.8189274710941538	0.0415131778802338	7.93344685931431E-4	0.8897001238055849	1.0	14.398502923189945	3.603900141395017	0.02628194449448439	0	-2.5427796763366852	0.47527956211045014	0.2486540509857832	0.24554705350893224	0.2216996964581185	0.2840991990471662
32000	-2737.2096367501113	-2737.4052101442253	0.1955733941140041	-2737.4052101442253	1.0681874443386132	14.351890719608113	0.8735758598926041	0.0398410886231756	6.37833207112153E-4	0.9399138209161461	1.0	9.605939265968832	2.6664125471617157	0.02541126422272684	0	-2.5143651827082527	0.49417963486289623	0.2486540509857832	0.24554705350893224	0.2204421764394044	0.2853567190658803
33000	-2729.463805859791	-2734.6359524547042	5.172146594913002	-2734.6359524547042	1.1208457880727878	14.351890719608113	0.762387249491072	0.04089895686233458	6.413441426674467E-4	0.8702577288623997	1.0	14.618248656515382	3.4892696609950855	0.025541549766932892	0	-2.9039262636185246	0.3158871081244998	0.2486540509857832	0.24554705350893224	0.2204421764394044	0.2853567190658803
34000	-2714.8614484027707	-2727.1556198855174	12.294171482746584	-2727.1556198855174	1.0026454212940477	14.351890719608113	0.7986659579736276	0.049123105332165844	8.206841888511658E-4	0.8379848172196287	1.0	21.93138920746516	4.263144032480843	0.028358606534992902	0	-2.9786434711477883	0.29420153339820043	0.24756370766093933	0.24353801646465106	0.21802329870364917	0.2908749771707605
35000	-2770.8098938239286	-2747.537830442656	-23.272063381272847	-2747.537830442656	2.0286304853487884	14.351890719608113	0.5190664117909786	0.022723283199160407	1.1130115302140487E-4	0.5626526800200234	1.0	-15.199385342032128	2.800345530300448	0.015884205321721787	0	-2.3446228269737253	0.6497907150624127	0.24756370766093933	0.24353801646465106	0.21802329870364917	0.2908749771707605
36000	-2730.688092137847	-2736.869471529626	6.181379391779156	-2736.869471529626	1.0381430625661123	14.351890719608113	0.6942647686664964	0.04288785310966756	6.044781370306708E-4	0.7953853055589364	1.0	15.154711168059574	3.147425094086267	0.024268298511578242	0	-2.6526277816280515	0.41361416267930556	0.24756370766093933	0.24353801646465106	0.21802329870364917	0.2908749771707605
37000	-2737.7085207024793	-2735.1083306767305	-2.6001900257488373	-2735.1083306767305	1.5288151545268762	14.351890719608113	0.6381008344967678	0.03230257256669872	3.4391128307785637E-4	0.7300545292894566	1.0	6.019317938080572	3.087191372247779	0.022160952872941352	0	-2.4847064731145827	0.5155549355785899	0.24756370766093933	0.24353801646465106	0.21802329870364917	0.2908749771707605
38000	-2725.161042692615	-2739.316664333916	14.155621641300986	-2739.316664333916	0.9027415965192491	14.351890719608113	0.6105593030042035	0.04983578844347774	7.935818118259824E-4	0.6367740798507383	1.0	23.21813196817343	4.90323985930727	0.036936235317684675	0	-3.0201392233709967	0.28319720465674564	0.23901928739240633	0.25269684457170105	0.21802329870364917	0.2902605693322435
39000	-2762.2236959393213	-2742.421986670684	-19.801709268637353	-2742.421986670684	2.508721110822111	14.351890719608113	0.4486532028949308	0.01954720597582647	6.289716686988453E-5	0.4489200912603908	1.0	-11.858513510211477	2.379590473838758	0.017744201507928138	0	-2.466634443512189	0.5295145425449873	0.23901928739240633	0.25269684457170105	0.21802329870364917	0.2902605693322435
40000	-2716.943947027005	-2740.164899352139	23.220952325133975	-2740.164899352139	0.8438108605780225	14.351890719608113	0.45974795144614206	0.06185731510668003	6.740447119259774E-4	0.46041949057453513	1.0	32.71724627402699	5.721058854779478	0.05306451979219769	0	-3.979434443537173	0.13905617653811025	0.2502733595430989	0.25269684457170105	0.20676922655295657	0.2902605693322435
41000	-2721.349160470026	-2742.701277637089	21.3521171670627	-2742.701277637089	0.8036388435011295	14.351890719608113	0.5841360241353825	0.06408259677762125	0.0013876090952577443	0.6126088357493558	1.0	30.26772646658653	5.456333344714197	0.056461540337152005	0	-2.962796006650323	0.29859074345634184	0.2502733595430989	0.25269684457170105	0.20676922655295657	0.2902605693322435
